Country of origin	Location	Status	Formed in	Genre	Themes	Current label	Years active	url
Brazil	São Paulo, São Paulo	Split-up	2012	Doom/Progressive Metal	Anger, Sadness, Struggles	Unsigned/independent	2012-2017	https://www.metal-archives.com/bands/Dreamline/3540468221
Brazil	Minas Gerais	Active	2019	Post-Black Metal	Philosophy, Melancholy, Nostalgia, Depression, Love	Unsigned/independent	2019-present	https://www.metal-archives.com/bands/Dreams_of_December/3540488514
Brazil	Limeira, São Paulo	Active	2000	Power/Speed Metal	Human issues, Death, Dreams, Suffering, Philosophy	Unsigned/independent	2000-?, 2017-present	https://www.metal-archives.com/bands/Dreamstate/59807
Brazil	Salvador, Bahia	Split-up	1999	Power Metal	Melancholy, Mythology, Criticism towards humanity	MS Metal Records	1993-1999 (as Shadows), 1999-2006, 2011, 2015-2022	https://www.metal-archives.com/bands/Drearylands/9683
Brazil	João Pessoa, Paraíba	Active	2010	Thrash Metal/Crossover	N/A	Unsigned/independent	2010-present	https://www.metal-archives.com/bands/Drill_Pipe_Hell/3540520621
Brazil	N/A	Active	N/A	Heavy Metal	N/A	Dark Sun Records	N/A	https://www.metal-archives.com/bands/Drink_from_Hell/3540454770
Brazil	Santa Maria, Rio Grande do Sul	Active	1993	Doom/Stoner Metal	N/A	Unsigned/independent	1993-1998, 2014-present	https://www.metal-archives.com/bands/Drizzle_Experience/128654
Brazil	São Paulo	Active	2013	Thrash/Power Metal	Darkness, Human issues, Philosophy, Ancient rites	Unsigned/independent	2013-present	https://www.metal-archives.com/bands/Drops_of_Fire/3540551865
Brazil	Belo Horizonte, Minas Gerais	Active	1994	Death/Thrash Metal	Violence, War, Anti-religion, Social issues	Cogumelo Records	1994-present	https://www.metal-archives.com/bands/Drowned/2071
Brazil	Rio Grande do Sul/Brasília, Distrito Federal	Active	2019	Depressive Black Metal	Depression, Suicide	Unsigned/independent	2019-present	https://www.metal-archives.com/bands/Drowned/3540468892
Brazil	Belo Horizonte, Minas Gerais	Active	2013	Depressive Black Metal	Misanthropy, Isolation, Self-hatred, Suicide, Despair	Unsigned/independent	2013-present	https://www.metal-archives.com/bands/Drowning_in_Sorrow/3540373818
Brazil	São Paulo, São Paulo	Split-up	N/A	Depressive Black Metal	Suicide	Hammer of Damnation	N/A	https://www.metal-archives.com/bands/Drowning_Negativism/3540339049
Brazil	São Paulo	Changed name	2018	Pagan/Folk/Death Metal	N/A	Unsigned/independent	2018-2020, 2020-present (as Upon a Frozen Shore)	https://www.metal-archives.com/bands/Druid/3540511753
Brazil	São Paulo, São Paulo	Active	2011	Gothic/Doom Metal	N/A	Unsigned/independent	2011-present	https://www.metal-archives.com/bands/Druidess/3540379455
Brazil	Capão da Canoa, Rio Grande do Sul	Active	2009	Progressive/Death Metal	N/A	Unsigned/independent	2009-2011, 2013-present	https://www.metal-archives.com/bands/Drunk_Vision/3540323050
Brazil	Curitiba, Paraná	Active	1998	Heavy Metal	N/A	Unsigned/independent	1998-present	https://www.metal-archives.com/bands/Dry_Clamour/3540473533
Brazil	Sorocaba, São Paulo	Active	N/A	Heavy Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Du-Hart/3540459733
Brazil	N/A	Active	N/A	Death Metal	Instrumental	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Duemd/3540528721
Brazil	Lucas do Rio Verde, Mato Grosso (early); Belém, Pará (later)	Active	2023	Death Metal	Misanthropy, War, Death	Unsigned/independent	2020-2023 (as Bvrial ov Cristvs), 2023-present	https://www.metal-archives.com/bands/Duldra/3540532652
Brazil	Vitória da Conquista, Bahia	Active	2017	Doom/Stoner Metal	Nihilism, Misanthropy, Depression, Solitude	Unsigned/independent	2017-present	https://www.metal-archives.com/bands/Dumblegore/3540433603
Brazil	Joinville, Santa Catarina	Split-up	2002	Melodic Heavy Metal	Life issues	Unsigned/independent	1989-1991 (as Nova Ordem), 1991-1992 (as Madness), 1992-2002 (as Trauma), 2002-2005	https://www.metal-archives.com/bands/Dunamys/51779
Brazil	Brasília, Distrito Federal	Split-up	1988	Thrash Metal	Sociopolitical issues	Unsigned/independent	1986-? (as Anjo Caído), ?-1988 (as Fallen Angel), 1988-1993	https://www.metal-archives.com/bands/Dungeon/9684
Brazil	Contagem, Minas Gerais	Active	1995	Thrash Metal	War, Death, Hell, Satan, Evil, Violence	EBM Records	1995-present	https://www.metal-archives.com/bands/Dunkell_Reiter/28582
Brazil	Rio de Janeiro, Rio de Janeiro	Split-up	1998	Black/Doom Metal	Satanism, Death, Destruction, Luxury	Unsigned/independent	1998-1999	https://www.metal-archives.com/bands/Durst/26219
Brazil	São Paulo, São Paulo	Active	N/A	Melodic Death Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Dusk/120596
Brazil	Rio de Janeiro, Rio de Janeiro	Split-up	1994	Folk/Groove Metal	N/A	Megahard Records	1994-?	https://www.metal-archives.com/bands/Dust_from_Misery/13085
Brazil	Ponta Grossa, Paraná	Split-up	1997	Death/Doom Metal	Death, Grief, Sorrow	Unsigned/independent	1997-2007	https://www.metal-archives.com/bands/Dying_Embers/13321
Brazil	São Paulo, São Paulo	Active	2002	Melodic Death/Doom Metal	Love, Heartbreak, Sadness	Force Majeure Records	2002-?, 2012-present	https://www.metal-archives.com/bands/Dying_Embrace/82981
Brazil	Brasília, Distrito Federal	Active	2015	Heavy Metal	Personal struggles, Life events	Unsigned/independent	2015-present	https://www.metal-archives.com/bands/Dying_Kingdom/3540437278
Brazil	Cuiabá, Mato Grosso	Active	2015	Thrash Metal	N/A	Unsigned/independent	2015-present	https://www.metal-archives.com/bands/Dying_Order/3540456532
Brazil	Campinas, São Paulo	Changed name	2010	Progressive Groove Metal	Social criticism, Politics, Injustice	Unsigned/independent	2010-2018, 2018-present (as Kahanka)	https://www.metal-archives.com/bands/Dying_Silence/3540377885
Brazil	Pato Branco, Paraná	Active	2014	Death/Doom Metal	Death	Eternal Hatred Records	2014-present	https://www.metal-archives.com/bands/Dying_Suffocation/3540393931
Brazil	São Leopoldo, Rio Grande do Sul	Active	2012	Death Metal	Death, Pain, Hate, Suffering, Religion	Black Hole Productions	2012-present	https://www.metal-archives.com/bands/DyingBreed/3540365238
Brazil	Recife, Pernambuco	Unknown	1997	Melodic Progressive Heavy Metal	Edgar Allan Poe	Unsigned/independent	1997-?	https://www.metal-archives.com/bands/Dyluvian/21536
Brazil	Cachoeira de Minas, Minas Gerais	Active	N/A	Thrash/Groove Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Dymon%27s/3540549520
Brazil	Brasília, Distrito Federal	Active	2004	Progressive Thrash Metal	Philosophy, Literature, Nature, Astronomy, Evolution	MS Metal Records	2004-present	https://www.metal-archives.com/bands/Dynahead/38455
Brazil	Fortaleza, Ceará	Changed name	2012	Heavy Metal/Hard Rock	Occultism, Sex, Violence, Metal	Unsigned/independent	2012-2021, 2021-present (as Lucifer Priest)	https://www.metal-archives.com/bands/Dynamite/3540380448
Brazil	Juiz de Fora, Minas Gerais	Unknown	2003	Thrash Metal	N/A	Unsigned/independent	2003-?	https://www.metal-archives.com/bands/Dynamo/70506
Brazil	São Paulo, São Paulo	Unknown	N/A	Black Metal	Christianity, Anti-Satanism	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Dynamon_Dark/3540498495
Brazil	Rio de Janeiro, Rio de Janeiro	Unknown	2001	Heavy/Power Metal	Wars, Conquests, Fire, Steel	Megahard Records	2001-?	https://www.metal-archives.com/bands/DynamoWar/27404
Brazil	Salvador, Bahia	Active	2004	Thrash/Death Metal/Hardcore	Christianity, Society	Unsigned/independent	2004-present	https://www.metal-archives.com/bands/Dynamus/3540354140
Brazil	Nova Lima, Minas Gerais	Active	1996	Power Metal	Christianity	Avantage Records	1996-2019 (as Dynasty), 2019-present	https://www.metal-archives.com/bands/Dynasty_of_Metal/36930
Brazil	Carazinho, Rio Grande do Sul	Active	1990	Thrash/Death Metal	N/A	Unsigned/independent	1990-1994, 2013-present	https://www.metal-archives.com/bands/Dysasther/3540340176
Brazil	São Carlos, São Paulo	Split-up	2006	Thrash/Death Metal	Rebellion, Insanity, Death	Unsigned/independent	2006-2023	https://www.metal-archives.com/bands/Dysnomia/3540356359
Brazil	Rio Grande do Norte	Active	2011	Progressive Metal	Life, Insanity	Unsigned/independent	2011-2020	https://www.metal-archives.com/bands/Dystopya/3540475778
Brazil	Poá, São Paulo	Active	2003	Death Metal	Anti-Christianity, Death	Unsigned/independent	2003-present	https://www.metal-archives.com/bands/Earthquake/3540389731
Brazil	Santa Catarina	Active	2018	Symphonic Black Metal	Lovecraft, Horror, Fantasy	Unsigned/independent	2018-present	https://www.metal-archives.com/bands/Ebheron/3540490900
Brazil	Formosa, Goiás	Active	2015	Death/Thrash Metal	N/A	Unsigned/independent	2015-present	https://www.metal-archives.com/bands/%C3%89brio/3540448622
Brazil	Ponta Grossa, Paraná	Active	2007	Black Metal	Misanthropy, Darkness, War, Occultism, National Socialism	Unsigned/independent	2007-present	https://www.metal-archives.com/bands/Ecce_Hommo/120423
Brazil	Recife, Pernambuco	Unknown	2016	Power Metal	Philosophy	Unsigned/independent	2016-?	https://www.metal-archives.com/bands/Ecclesia/3540417127
Brazil	Belo Horizonte, Minas Gerais	Unknown	2006	Black Metal	War, Hate	Unsigned/independent	2006-?	https://www.metal-archives.com/bands/Echetos/3540370693
Brazil	Rio de Janeiro, Rio de Janeiro	Unknown	1998	Black Metal	Paganism	Unsigned/independent	1998 (as Arctus), 1998-2001, 2005-?	https://www.metal-archives.com/bands/Echidna/126967
Brazil	São Paulo, São Paulo	Active	N/A	Progressive Heavy Metal/Hard Rock	N/A	Tratore	N/A	https://www.metal-archives.com/bands/Echo_of_Silence/3540527897
Brazil	Ribeirão das Neves, Minas Gerais	Active	1989	Raw Black Metal	Satanism, Anti-Christianity, National Socialism, Black humour	Underground Noise Productions	1989-present	https://www.metal-archives.com/bands/Echoes/3540455587
Brazil	Caucaia, Ceará	Active	2015	Death Metal	Death, Blood, Violence	Cospe Fogo Gravações	2015-present	https://www.metal-archives.com/bands/Echoes_of_Death/3540447148
Brazil	São Paulo, São Paulo	Active	2020	Progressive Heavy Metal	N/A	Unsigned/independent	2020-present	https://www.metal-archives.com/bands/Echoes_of_Madness/3540503498
Brazil	Jaboatão dos Guararapes, Pernambuco	Active	2006	Black Metal	Mythology, Death, Darkness	Unsigned/independent	2006-present	https://www.metal-archives.com/bands/Echoriath/87933
Brazil	Criciúma, Santa Catarina	Split-up	1998	Power Metal	Nature	Unsigned/independent	1998-2000	https://www.metal-archives.com/bands/Eclipse/128662
Brazil	N/A	Split-up	N/A	Heavy Metal/Hard Rock	N/A	RGE Discos	N/A	https://www.metal-archives.com/bands/Eclipse/90793
Brazil	Teresina, Piauí	Active	2020	Melodic Death/Groove Metal	Existentialism, Fantasy	Unsigned/independent	2020-present	https://www.metal-archives.com/bands/Eclipsed/3540504957
Brazil	Jundiaí, São Paulo	Split-up	1998	Melodic Death/Power Metal	Political abuse, Animal and human rights, Destruction of Earth by man, Freedom	Die Hard Records	1998-?	https://www.metal-archives.com/bands/Ecliptyka/54497
Brazil	Arapongas, Paraná	Active	2012	Depressive Black Metal	Mental disorders, Inner struggles, Depression, Suicide	Unsigned/independent	2012-present	https://www.metal-archives.com/bands/Ecos_P%C3%B3stumos/3540436465
Brazil	São Paulo, São Paulo	Split-up	1991	Heavy Metal	Mysticism, Sadness	Unsigned/independent	1991	https://www.metal-archives.com/bands/Edelweiss/3540304474
Brazil	São Paulo, São Paulo	Unknown	2015	Heavy/Thrash Metal	Darkness, Death	Unsigned/independent	2015-2021	https://www.metal-archives.com/bands/Eden_Seed/3540440169
Brazil	São Paulo, São Paulo	Changed name	2008	Progressive Metal	Humanity, Feelings, Life	Unsigned/independent	2008-2013, 2013-2014 (as Innerfact)	https://www.metal-archives.com/bands/Edge_of_Paradise/3540308172
Brazil	São Paulo, São Paulo	Active	2011	Black Metal	Anti-Human	Supreme Art Distro	2011-present	https://www.metal-archives.com/bands/Edhen/3540322744
Brazil	Valença, Rio de Janeiro	Active	2008	Black Metal	Christianity	Eternal Records	2008-present	https://www.metal-archives.com/bands/Edificador/3540374969
Brazil	São Paulo, São Paulo	Active	2015	Progressive Power Metal	Brazilian and Latin American history	Unsigned/independent	2015-present	https://www.metal-archives.com/bands/Edu_Falaschi/3540488497
Brazil	ABC Paulista, São Paulo	Split-up	2005	Thrash Metal	N/A	AMLP Produções	? (as Gesto Obsceno), 2005-?	https://www.metal-archives.com/bands/Efeito_Letal/3540352724
Brazil	Curitiba, Paraná	Unknown	2003	Heavy Metal	N/A	Tornhate Records	2003-?	https://www.metal-archives.com/bands/Efeito_Nocivo/65914
Brazil	Recife, Pernambuco	Split-up	2007	Power Metal	Christianity	Unsigned/independent	2007-?	https://www.metal-archives.com/bands/%C3%89feso/3540522183
Brazil	Salvador, Bahia	Unknown	1996	Thrash Metal	Christianity	Unsigned/independent	1996-?	https://www.metal-archives.com/bands/Efezus/3540388380
Brazil	Aracaju, Sergipe	Active	2021	Black Metal	Philosophy, Atrocities, Life Experiences, Enlightenment, Literature	Unsigned/independent	2021-present	https://www.metal-archives.com/bands/Effigies_Mundus/3540532146
Brazil	Curitiba, Paraná	Unknown	2006	Progressive/Power Metal	Christianity	Conspiracy Records	2006-?	https://www.metal-archives.com/bands/Efrata/3540437560
Brazil	São Paulo, São Paulo	Active	2014	Power Metal	Life, Perseverance, Personal struggles	Unsigned/independent	2014-present	https://www.metal-archives.com/bands/Ego_Absence/3540463526
Brazil	Rio de Janeiro, Rio de Janeiro	Active	2008	Thrash Metal	N/A	Unsigned/independent	2008-present	https://www.metal-archives.com/bands/Egocentric_Molecules/3540418789
Brazil	Maceió, Alagoas	Active	2022	Blackened Death Metal/Crust Punk	N/A	Unsigned/independent	2022-present	https://www.metal-archives.com/bands/Egomorte/3540546432
Brazil	João Pessoa, Paraíba	Active	1997	Melodic Death Metal	N/A	Unsigned/independent	1997-present	https://www.metal-archives.com/bands/Egregora/66293
Brazil	Curitiba, Paraná	Active	2012	Funeral Doom Metal	N/A	Depressive Illusions Records	2012-present	https://www.metal-archives.com/bands/Egregore/3540355919
Brazil	Jaú, São Paulo	Active	2005	Melodic Heavy Metal	N/A	Unsigned/independent	2005-present	https://www.metal-archives.com/bands/Egregorean/93937
Brazil	N/A	Active	2020	Symphonic Power Metal	N/A	Unsigned/independent	2020-present	https://www.metal-archives.com/bands/Eigenflame/3540531501
Brazil	Cuiabá, Mato Grosso	Active	2000	Death Metal	N/A	Unsigned/independent	2000-present	https://www.metal-archives.com/bands/Eighteenth_Angel/13054
Brazil	São Paulo, São Paulo	Active	2023	Black Metal	National Socialism	Unsigned/independent	2023, 2023-present	https://www.metal-archives.com/bands/Eisensturm/3540541217
Brazil	São Paulo, São Paulo	Active	N/A	Thrash/Groove Metal	Apocalypse, Society, Human decay	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Ekphora/3540477861
Brazil	São Paulo, São Paulo	Changed name	2004	Death Metal/Grindcore	N/A	Unsigned/independent	2004-?, ?-present (as Desalmado)	https://www.metal-archives.com/bands/El_Fuego/52999
Brazil	Curitiba, Paraná	Unknown	2003	Heavy Metal	N/A	Unsigned/independent	2003-?	https://www.metal-archives.com/bands/El_Santo/41364
Brazil	São Paulo, São Paulo	Active	2013	Death Metal/Grindcore	Violence, Corruption, Religious fanaticism, Politics, Civil wars	Unsigned/independent	2013-present	https://www.metal-archives.com/bands/El_Santo_Asesino/3540400595
Brazil	Curitiba, Paraná	Active	2019	Blackened Heavy Metal	N/A	Sliptrick Records	2019-present	https://www.metal-archives.com/bands/Eldermoon/3540494141
Brazil	São Paulo, São Paulo	Active	2024	Atmospheric Black Metal	Agony, Despair, Fantasy	Unsigned/independent	2024-present	https://www.metal-archives.com/bands/Eldritch_Whispers/3540545393
Brazil	São Paulo, São Paulo	Active	2011	Hard Rock/Heavy Metal	N/A	Wikimetal Music	2011-present	https://www.metal-archives.com/bands/Electric_Age/3540378738
Brazil	Salvador, Bahia	Active	2014	Heavy/Speed Metal	Metal	Unsigned/independent	2014-present	https://www.metal-archives.com/bands/Electric_Poison/3540413287
Brazil	Sao José dos Campos, São Paulo / Vitória, Espírito Santo	Active	2020	Heavy Metal/Hard Rock	N/A	Unsigned/independent	2020-present	https://www.metal-archives.com/bands/Electric_Sky/3540501098
Brazil	Porto Alegre, Rio Grande do Sul	Split-up	N/A	Thrash Metal	N/A	Antídoto	N/A	https://www.metal-archives.com/bands/Elektra/3540477373
Brazil	Rio de Janeiro, Rio de Janeiro	Active	1999	Progressive Metal	Instrumental	Unsigned/independent	1999-present	https://www.metal-archives.com/bands/Elemental/74698
Brazil	Blumenau, Santa Catarina	Active	2019	Stoner/Doom Metal	Social problems, Spirituality	Unsigned/independent	2019-present	https://www.metal-archives.com/bands/Elephantus/3540469834
Brazil	São Paulo, São Paulo	Split-up	1993	Thrash Metal	Life, Madness, Death, Political issues	Unsigned/independent	1993-?	https://www.metal-archives.com/bands/Elettra/3540310181
Brazil	Juiz de Fora, Minas Gerais	Split-up	2003	Gothic Metal	N/A	Unsigned/independent	2003-?	https://www.metal-archives.com/bands/Elevare/28742
Brazil	Mogi das Cruzes, São Paulo	Unknown	2012	Progressive Metal	N/A	Unsigned/independent	2012-2020	https://www.metal-archives.com/bands/Eleven_Strings/3540401214
Brazil	Monte Carmelo, Minas Gerais	Active	2006	Heavy Metal	Freedom, Politics	Unsigned/independent	2006-present	https://www.metal-archives.com/bands/Elf_Blend/3540259202
Brazil	Brasília, Distrito Federal	Active	2009	Death/Black Metal	Satanism, War, Goetia, Thelema, Occultism, Paganism	Unsigned/independent	2006-2008 (as Majestic Hate War), 2008-2009 (as Warmongering), 2009-present	https://www.metal-archives.com/bands/Eligos/3540506789
Brazil	Recife, Pernambuco	Active	1994	Heavy/Black Metal	Vampirism, Darkness	Unsigned/independent	1994-1995 (as Ecumenical Damnation), 1995-2002, 2015-present	https://www.metal-archives.com/bands/Elizabethan_Walpurga/62620
Brazil	São Paulo, São Paulo	Active	2002	Progressive/Sludge Metal	Instrumental	Submarine Records	2002-present	https://www.metal-archives.com/bands/Elma/102573
Brazil	Guaçuí, Espírito Santo	Active	2012	Thrash/Groove Metal	N/A	Unsigned/independent	2012-present	https://www.metal-archives.com/bands/Em_Chamas/3540467056
