Country of origin	Location	Status	Formed in	Genre	Themes	Current label	Years active	url
Brazil	Itápolis, São Paulo	Active	1995	Raw Black Metal	Anti-Judeo-Christianity, War, Pagan pride	Goat Cult Propaganda	1995-1997, 2000-present	https://www.metal-archives.com/bands/Arim%C3%A3/19961
Brazil	São Luís, Maranhão	Active	2009	Thrash Metal	Death, Satan	Unsigned/independent	2009-present	https://www.metal-archives.com/bands/Arise/3540371245
Brazil	Corumbá, Mato Grosso do Sul	Active	2018	Thrash Metal	N/A	Unsigned/independent	2006-2018 (as Hellraiser), 2018-present	https://www.metal-archives.com/bands/Arisen/3540489990
Brazil	João Pessoa, Paraíba	Active	2013	Progressive Post-Metal	Instrumental	Unsigned/independent	2013-present	https://www.metal-archives.com/bands/Arithmetic_Overflow/3540466807
Brazil	Fortaleza, Ceará	Active	2000	Melodic Death Metal	Personal thoughts, Life	Unsigned/independent	2000-2010, 2023-present	https://www.metal-archives.com/bands/Ark_of_Sin/11300
Brazil	São Paulo, São Paulo	Changed name	2022	Progressive/Power Metal	Christianity	Unsigned/independent	2022-?, ?-present (as Endless Fate)	https://www.metal-archives.com/bands/Arkadyah/3540512182
Brazil	Campinas, São Paulo	Active	2024	Raw Black Metal/Dungeon Synth	Mythology, Dark Fantasy, Vampirism, Love, Sorrow	Madre Muerte Productions	2024-present	https://www.metal-archives.com/bands/Ark%C3%A4nermond/3540551705
Brazil	Santa Vitória do Palmar, Rio Grande do Sul (early); Florianópolis, Santa Catarina (later)	Active	2007	Black/Death Metal	Satanism, Anti-Christianity, Death, Darkness, Chaos	NitroAtmosfericum Records	2007-present	https://www.metal-archives.com/bands/Arkanger/3540389045
Brazil	Rio de Janeiro, Rio de Janeiro	Active	2000	Symphonic Black Metal	Mystical, Misanthropy	Unsigned/independent	2000-2006, 2016-present	https://www.metal-archives.com/bands/Arkanum/14894
Brazil	Natal, Rio Grande do Norte	Split-up	2009	Thrash Metal	War, Occultism, Metal, Anti-religion	Unsigned/independent	2009-2012	https://www.metal-archives.com/bands/Arkanun/3540319795
Brazil	N/A	Unknown	1994	Heavy Metal	N/A	Unsigned/independent	1994-?	https://www.metal-archives.com/bands/Arkanus/58545
Brazil	Teresina, Piauí	Active	2002	Black Metal	Anti-Christianity, Chaos, Hate	Unsigned/independent	2002-present	https://www.metal-archives.com/bands/Arkanus_ad_Noctum/13797
Brazil	Bento Gonçalves, Rio Grande do Sul	Active	2013	Power Metal	Christianity	Unsigned/independent	2013-present	https://www.metal-archives.com/bands/Arkariot/3540425058
Brazil	São Paulo, São Paulo	Split-up	2002	Thrash Metal	N/A	Unsigned/independent	2002-2011	https://www.metal-archives.com/bands/Arkellian/3540310683
Brazil	São Paulo, São Paulo (early); Luxembourg City, Luxembourg (later)	Active	2015	Heavy Metal	N/A	Unsigned/independent	2015-present	https://www.metal-archives.com/bands/Arken/3540486362
Brazil	Presidente Prudente, São Paulo	Split-up	2010	Thrash Metal	Warfare, Evilness, Metal Subculture	Unsigned/independent	? (as Slackerness), ? (as Metaldier), ? (as RIP), 2010-2017	https://www.metal-archives.com/bands/Arkhaikus/3540379788
Brazil	Salvador, Bahia	Active	1995	Black Metal	Satanism	Unsigned/independent	1995-present	https://www.metal-archives.com/bands/Arkh%C3%B4n_T%C3%B4n_Daimoni%C3%B4n/23829
Brazil	São Paulo, São Paulo	Unknown	2002	Power Metal	N/A	Unsigned/independent	2002-?	https://www.metal-archives.com/bands/Arkkam/103706
Brazil	Jundiaí, São Paulo	Unknown	1990	Death Metal	N/A	Unsigned/independent	1990-?	https://www.metal-archives.com/bands/Arkkham/3540416207
Brazil	São Paulo, São Paulo	Active	2014	Blackened Speed Metal/Punk	Beer, Satan, Rock 'n' Roll, Life	Unsigned/independent	2014-present	https://www.metal-archives.com/bands/Arma/3540395242
Brazil	São Paulo, São Paulo	Active	2011	Heavy/Speed Metal	History, Metal, Life	Metal Maximus	2011-2019, 2023-present	https://www.metal-archives.com/bands/Armadilha/3540371298
Brazil	N/A	Unknown	N/A	Black/Death Metal	War	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Armagbuwar/100323
Brazil	São Paulo, São Paulo	Active	1984	Thrash/Death Metal/Crossover	Apocalypse, Death, Misery	Absurd Records	1982-1983 (as Última Chance), 1983-1984 (as Rad Esquerda), 1984-1987, 1988-1993, 1997-present	https://www.metal-archives.com/bands/Armagedom/13755
Brazil	Arcoverde, Pernambuco	Active	2004	Death Metal	War, Society	Unsigned/independent	2004-2009, 2014-2019	https://www.metal-archives.com/bands/Armaggedon/3540451558
Brazil	São Paulo, São Paulo	Active	2011	Heavy/Power Metal	Brazilian history	Unsigned/independent	2011-present	https://www.metal-archives.com/bands/Armahda/3540371394
Brazil	São Paulo, São Paulo	Split-up	1993	Heavy Metal	Social and Brazilian issues	Unsigned/independent	1993-?	https://www.metal-archives.com/bands/Armas_de_Marfim/3540310184
Brazil	São Paulo	Active	2020	Progressive/Power Metal	N/A	Unsigned/independent	2020-present	https://www.metal-archives.com/bands/Armiferum/3540514063
Brazil	Santa Luzia, Minas Gerais	Split-up	N/A	Black Metal	Paganism (early); Satanism (later)	Aigan Productions	N/A	https://www.metal-archives.com/bands/Armiilus/24683
Brazil	Belo Horizonte, Minas Gerais	Split-up	1985	Thrash Metal	War, Death, Satanism	Unsigned/independent	1985-1986, 1986-?	https://www.metal-archives.com/bands/Armmagedon/125990
Brazil	Porto Alegre, Rio Grande do Sul	Active	2006	Gothic/Doom Metal	N/A	Unsigned/independent	2006-present	https://www.metal-archives.com/bands/Armon/3540392610
Brazil	São Paulo, São Paulo	Active	2014	Power Metal	Vikings	Outono Music	2011-2014 (as Mad Old Lady), 2014-2021, 2022-present	https://www.metal-archives.com/bands/Armored_Dawn/3540414886
Brazil	Goiânia, Goiás	Active	2011	Death Metal	Satanism, Death, Darkness, War	Brutaller Records	2011-present	https://www.metal-archives.com/bands/Armum/3540420099
Brazil	Belo Horizonte, Minas Gerais	Active	N/A	Death Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Army_Kaos/3540514527
Brazil	São Paulo, São Paulo	Unknown	2006	Death/Thrash Metal	N/A	Unsigned/independent	2006-?	https://www.metal-archives.com/bands/Army_of_Agony/93296
Brazil	Goiânia, Goiás	Active	2003	Thrash Metal	Christianity	Retroactive Records	2003-present	https://www.metal-archives.com/bands/Arnion/86943
Brazil	Blumenau, Santa Catarina	Active	2018	Sludge/Doom/Stoner Metal	Instrumental	Sepulchral Silence	2018-present	https://www.metal-archives.com/bands/Aroma_de_Saturno/3540437656
Brazil	Brasília, Distrito Federal	Active	2014	Stoner/Doom Metal	N/A	Unsigned/independent	2014-present	https://www.metal-archives.com/bands/Arrastado/3540478640
Brazil	N/A	Unknown	N/A	Raw Black Metal	N/A	Terror Noturno	N/A	https://www.metal-archives.com/bands/Ars_Moriendi/3540546391
Brazil	Brasília, Distrito Federal	Split-up	2001	Black Metal	Ancient instincts	Unsigned/independent	2001-?	https://www.metal-archives.com/bands/Ars_Nenia/27975
Brazil	Curitiba, Paraná	Active	N/A	Black Metal	Evil, Darkness, Occutism	Mountain Distro/Prod.	N/A	https://www.metal-archives.com/bands/Ars_Notoria/23055
Brazil	Pouso Alegre, Minas Gerais	Active	2003	Death/Black Metal	Anti-Christianity, Self-contemplation, Satanism	Unsigned/independent	2003-present	https://www.metal-archives.com/bands/Ars_Tenebrae/22198
Brazil	Itajaí, Santa Catarina	Split-up	2003	Thrash Metal	War, Guns, Artillery	Unsigned/independent	2003-2009	https://www.metal-archives.com/bands/Arsenal/102929
Brazil	Rio de Janeiro, Rio de Janeiro	Active	2014	Heavy Metal	N/A	Unsigned/independent	2014-present	https://www.metal-archives.com/bands/Arsenal_Renegade/3540471947
Brazil	Foz do Iguaçu, Paraná	Active	2014	Thrash Metal	Murder, Suffering, Death, Politics, Social critics	Unsigned/independent	2014-present	https://www.metal-archives.com/bands/Ars%C3%AAnio/3540494536
Brazil	Ferraz de Vasconcelos, São Paulo	Active	1997	Raw Black Metal	Anarchy, Satanism	Black Imperium Productions	1997-present	https://www.metal-archives.com/bands/Art_Malefica/22650
Brazil	Brasilia, Distrito Federal	Split-up	2007	Progressive Power Metal	Fear, Monsters	Megahard Records	2007-2020	https://www.metal-archives.com/bands/Art_of_Khaos/3540440128
Brazil	João Pessoa, Paraíba	Active	2009	Death Metal	Gore, Death, Torture	Unsigned/independent	2009-present	https://www.metal-archives.com/bands/Art_of_Torture/3540403476
Brazil	Rio de Janeiro	Active	2024	Death Metal	Misanthropy, Death, Violence	Unsigned/independent	2024-present	https://www.metal-archives.com/bands/Arte_Grotesca/3540544830
Brazil	Bento Gonçalves, Rio Grande do Sul	Split-up	2002	Black Metal	Anti-Christianity, Occultism, Satanism	Unsigned/independent	2002-?	https://www.metal-archives.com/bands/Arte_Oculta/14801
Brazil	Natal, Rio Grande do Norte	Changed name	2001	Gothic/Doom Metal	Love, Feelings, Moon	Unsigned/independent	2001-2006, 2015-? (as Aptemis)	https://www.metal-archives.com/bands/%C3%81rtemis/23506
Brazil	São Caetano do Sul, São Paulo	Active	2010	Melodic Death Metal	Norse mythology, Vikings, Warfare	Unsigned/independent	2010-present	https://www.metal-archives.com/bands/Arthanus/3540365939
Brazil	Jales, São Paulo	Active	2011	Melodic Groove/Death Metal	N/A	Unsigned/independent	2011-present	https://www.metal-archives.com/bands/Arthery_Project/3540551552
Brazil	Jaguariúna, São Paulo	Split-up	2006	Thrash/Death Metal	Evil, Darkness, War, Violence, Agony, Suffering	Unsigned/independent	2006 (as HellHunter), 2006-?	https://www.metal-archives.com/bands/Artilharia/109620
Brazil	Gravatá, Pernambuco	Unknown	2011	Heavy Metal	War	Unsigned/independent	2011-?	https://www.metal-archives.com/bands/Artilharia/3540458482
Brazil	Petrópolis, Rio de Janeiro	Split-up	1988	Thrash Metal	N/A	Unsigned/independent	1988-?	https://www.metal-archives.com/bands/Artless/3540268744
Brazil	Olímpia, São Paulo	Unknown	2004	Heavy/Power Metal	N/A	Unsigned/independent	2004-?	https://www.metal-archives.com/bands/Arton/93866
Brazil	São Paulo, São Paulo	Active	2000	Black/Death Metal	Mysticism, Darkness, Occultism, Magic, Armageddon, Hate, Evil	KillZone Records	1989-1994 (as Grunks), 1998-1999 (as Grunks), 1999-2000 (as Gruunks), 2000-present	https://www.metal-archives.com/bands/Arum/3998
Brazil	Aparecida de Goiânia, Goiás	Active	N/A	Melodic Black/Death Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Arvak/3540551122
Brazil	Blumenau, Santa Catarina	Split-up	2009	Atmospheric Black Metal/Dark Ambient	Emptiness, Nature, Darkness	Unsigned/independent	2009-2013	https://www.metal-archives.com/bands/Arvorar/3540382549
Brazil	Niterói, Rio de Janeiro	Unknown	2010	Black Metal	National Socialism, War	Unsigned/independent	2010-?	https://www.metal-archives.com/bands/Aryan_88/3540335156
Brazil	São Paulo, São Paulo	Split-up	2012	Raw Black Metal, Harsh Noise	Nature, Paganism, National Socialism	War Kommand Productions	2012-2016	https://www.metal-archives.com/bands/Aryan_Wood/3540427120
Brazil	São Paulo, São Paulo	Active	2012	Heavy Metal	N/A	Unsigned/independent	2012-present	https://www.metal-archives.com/bands/Aryuz/3540469355
Brazil	Rio de Janeiro, Rio de Janeiro	Active	1999	Black/Doom Metal (early); Extreme Progressive Metal (later)	Antagonistic themes, Elementarism, Philosophy	Unsigned/independent	1999-present	https://www.metal-archives.com/bands/As_Dramatic_Homage/13058
Brazil	Ribeirão Pires, São Paulo	Active	2021	Depressive Black Metal	N/A	Unsigned/independent	2021-present	https://www.metal-archives.com/bands/As_I_Die/3540508049
Brazil	Belo Horizonte, Minas Gerais	Split-up	1994	Black Metal	Occultism	Heavy Metal Rock	1994-?	https://www.metal-archives.com/bands/As_Prophecies/13539
Brazil	Criciúma, Santa Catarina	Active	2018	Groove Metal	N/A	Rockshots Records	2018-present	https://www.metal-archives.com/bands/As_the_Palaces_Burn/3540457156
Brazil	Jaboatão, Pernambuco (early); Brasília, Distrito Federal (later)	Split-up	1996	Black Metal	Anti-Christianity	Unsigned/independent	1996-2008	https://www.metal-archives.com/bands/As_the_Shadows_Fall/9367
Brazil	Brasília, Distrito Federal (early); Austria (later)	Active	1996	Black Metal	Hate, Misanthropy, Vampires	Genocide Productions	1996-?, 2008-present	https://www.metal-archives.com/bands/As_Vampiric_Shades_and_Belial_Winds/8680
Brazil	Barbacena, Minas Gerais	Active	1991	Black/Doom Metal (early); Gothic Rock (later)	Satanism, Thelema (early); Dark poetry (later)	Hammer of Damnation	1991-1996, 1997-1998, 2013-2014, 2019-present	https://www.metal-archives.com/bands/Asaradel/23848
Brazil	Rio de Janeiro, Rio de Janeiro	Active	2004	Heavy/Power Metal	Christianity	Unsigned/independent	2004-present	https://www.metal-archives.com/bands/Asas_Celestiais/3540452093
Brazil	São Paulo, Brazil (early); Porto, Portugal (later)	Changed name	2020	Death/Groove Metal	N/A	Unsigned/independent	2020-2022, 2022-present (as Roots of Ascendant)	https://www.metal-archives.com/bands/Ascendente/3540501297
Brazil	Sousa, Paraíba	Active	2019	Death Metal/Goregrind	Violence, Morbidity, Death, Fragility of the human being	Vocífero Cangaço	2019-present	https://www.metal-archives.com/bands/Ascoroso/3540466714
Brazil	Campinas, São Paulo	Unknown	2014	Thrash Metal	N/A	Unsigned/independent	2014-?	https://www.metal-archives.com/bands/Asfixia/3540402773
Brazil	Passo Fundo, Rio Grande do Sul	Split-up	1992	Death/Thrash Metal	N/A	Unsigned/independent	1992-?	https://www.metal-archives.com/bands/Asgard/3540371816
Brazil	Lages, Santa Catarina	Active	2006	Viking/Folk Metal	Nordic Myths	Balrogh Records	2006-present	https://www.metal-archives.com/bands/Asgard/3540385712
Brazil	Goiânia, Goiás	Split-up	1986	Thrash Metal	N/A	Unsigned/independent	1986-?	https://www.metal-archives.com/bands/Asgard/3540268485
Brazil	Vitória, Espírito Santo	Active	2013	Power Metal	N/A	Unsigned/independent	2013-present	https://www.metal-archives.com/bands/AshB%C3%BCrn/3540473794
Brazil	Salvador, Bahia	Unknown	N/A	Death/Black Metal	N/A	Voz da Morte Prod.	N/A	https://www.metal-archives.com/bands/Ashema_Deva/3540543904
Brazil	Fortaleza, Ceará	Active	2016	Heavy Metal	N/A	Unsigned/independent	2016-present	https://www.metal-archives.com/bands/Ashes/3540500803
Brazil	Rio de Janeiro, Rio de Janeiro	Active	2008	Progressive Metal	N/A	Unsigned/independent	2008-present	https://www.metal-archives.com/bands/Ashes_of_Mirra/3540534294
Brazil	Rio de Janeiro, Rio de Janeiro	Split-up	1997	Progressive Folk Metal	The Cosmos, Astrology, The Earth, Mysticism	Unsigned/independent	1997-2015	https://www.metal-archives.com/bands/Ashtar/13493
Brazil	Florianópolis, Santa Catarina	Active	2020	Doom/Black Metal	N/A	Unsigned/independent	2020-present	https://www.metal-archives.com/bands/Ashtoreth/3540503571
Brazil	Vila Velha, Espirito Santo	Active	2015	Thrash/Death Metal	N/A	Unsigned/independent	2015-present	https://www.metal-archives.com/bands/Ashtray/3540449289
Brazil	Careaçu, Minas Gerais	Split-up	1993	Melodic Heavy Metal	N/A	Unsigned/independent	1993-?	https://www.metal-archives.com/bands/Ask_You_Why/3540310188
Brazil	São Carlos, São Paulo	Active	2009	Black/Death Metal	Anti-Christianity, Nihilism	Sangue Frio Produções	2009-present	https://www.metal-archives.com/bands/Aske/3540322501
Brazil	Teresina, Piauí	Active	N/A	Death Metal	N/A	Unsigned/independent	2017-present	https://www.metal-archives.com/bands/Asmodead/3540523081
Brazil	Santos, São Paulo	Split-up	1988	Thrash Metal	Violence, Death	Unsigned/independent	1988-?	https://www.metal-archives.com/bands/Asmodeu/86928
Brazil	Fortaleza, Ceará	Active	1984	Thrash/Death Metal	War	Unsigned/independent	1984-1986, 2015-present	https://www.metal-archives.com/bands/Asmodeus/3540439469
Brazil	Teresina, Piauí	Split-up	2003	Melodic Death/Black Metal	Satan, Suffering	Unsigned/independent	2003-?	https://www.metal-archives.com/bands/Asmodina/120579
Brazil	Porto Alegre, Rio Grande do Sul	Changed name	2002	Heavy Metal	N/A	Unsigned/independent	2002-2016, ?-present (as Spirit Forge)	https://www.metal-archives.com/bands/Asper/87441
Brazil	Salvador, Bahia	Active	2019	Death Metal	N/A	Unsigned/independent	2019-present	https://www.metal-archives.com/bands/Asphyxiated/3540515281
Brazil	Balneário Camboriú, Santa Catarina	Active	2002	Thrash Metal	War, Death, Torture	Unsigned/independent	2002-2016, 2019-present	https://www.metal-archives.com/bands/Asphyxihate/51908
Brazil	Jaraguá do Sul, Santa Catarina	Active	2012	Black/Death Metal	N/A	Unsigned/independent	2012-present	https://www.metal-archives.com/bands/Aspidis/3540488791
Brazil	Vila Velha, Espírito Santo	Active	2002	Death Metal/Grindcore	Torture, Gore, Sickness	Unsigned/independent	2002-present	https://www.metal-archives.com/bands/Ass_Flavour/100429
Brazil	Itajaí, Santa Catarina	Changed name	2013	Death/Thrash Metal	N/A	Unsigned/independent	2013, 2013-2015 (as Evil Domain)	https://www.metal-archives.com/bands/Assassination/3540381430
Brazil	São Paulo, São Paulo	Active	2012	Raw Black Metal	Satanism, Evil, Darkness	Deranged for Leftovers Productions	2012-present	https://www.metal-archives.com/bands/Assassinato/3540376018
Brazil	Vitória da Conquista, Bahia	Active	2011	Speed/Thrash Metal	Alcoholism, Misanthropy, Violence, Anti-religion	Unsigned/independent	2011-present	https://www.metal-archives.com/bands/Assault/3540381719
Brazil	N/A	Active	N/A	Thrash/Death Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Assustador/3540539726
Brazil	São Paulo, São Paulo/Caxias do Sul, Rio Grande do Sul	On hold	2009	Groove Metal (early); Djent/Groove Metal (later)	Social, Politics, War	Unsigned/independent	2009-2020	https://www.metal-archives.com/bands/Astafix/3540302493
Brazil	Cachoeirinha / Porto Alegre, Rio Grande do Sul	Active	2005	Heavy Metal	N/A	Unsigned/independent	2005-present	https://www.metal-archives.com/bands/Astaria/3540405994
Brazil	Porto Alegre, Rio Grande do Sul	Split-up	1982	Heavy Metal	Conquests, Wars	Alpha Centaurus	1982-1988	https://www.metal-archives.com/bands/Astaroth/9633
Brazil	Minas Gerais	Active	2020	Melodic Black Metal	Death, Destruction, Satanism	Unsigned/independent	2020-present	https://www.metal-archives.com/bands/Astaroth_Cult/3540495419
Brazil	São Paulo, São Paulo	Active	2020	Melodic Black/Death Metal	Freedom, History, Abstract, Transdimensional	Unsigned/independent	2010-2020 (as Espera XIII), 2020-present	https://www.metal-archives.com/bands/Asterean/3540466816
Brazil	Rio de Janeiro, Rio de Janeiro	On hold	1993	Death Metal	N/A	Unsigned/independent	1991-1993 (as Bonesawer), 1993-present	https://www.metal-archives.com/bands/Asterlot/7961
Brazil	Salvador, Bahia	Split-up	2000	Progressive Metal, Shred	Instrumental	Unsigned/independent	2000-2003	https://www.metal-archives.com/bands/Asteroidea/16704
Brazil	Betim, Minas Gerais	Active	2001	Heavy Metal	N/A	Unsigned/independent	2001-present	https://www.metal-archives.com/bands/Asthar/57166
Brazil	Blumenau, Santa Catarina	Split-up	2002	Black Metal	Demons, Vikings, Mythology	Unsigned/independent	2002-2008, 2011-2013	https://www.metal-archives.com/bands/Ast%C3%B6vidat%C3%BCs/27328
Brazil	São Paulo, São Paulo	Split-up	2001	Progressive Metal/Hard Rock	N/A	Evolution Music	2001-2005	https://www.metal-archives.com/bands/Astra/111036
Brazil	Rio de Janeiro	Active	2012	Melodic Black Metal	Astrology, Astronomy, Cosmos, Fantasy, Science, Space, Time	Unsigned/independent	2012-present	https://www.metal-archives.com/bands/Astralscape/3540398924
Brazil	Governador Valadares, Minas Gerais	Split-up	N/A	Black Metal	Occultism	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Astrum_Aurora/20152
Brazil	Araguari, Minas Gerais	Split-up	2003	Doom/Black Metal	Instrumental	Unsigned/independent	2003-?	https://www.metal-archives.com/bands/Asylum/3540275670
Brazil	Araras, São Paulo	Active	2021	Doom/Death Metal	Insanity	Voz da Morte Prod.	2021-present	https://www.metal-archives.com/bands/Asylum_Gates/3540515298
Brazil	Campina Grande Do Sul, Paraná	Active	N/A	Black Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/At_the_Edge_of_the_Cliff/3540559664
Brazil	Belo Horizonte, Minas Gerais	Unknown	2002	Heavy Metal	N/A	RavenRock	2002-?	https://www.metal-archives.com/bands/Ata_D%27arc/45980
